"partida_id","rodata","clube","cartao","atleta","num_camisa","posicao","minuto"
"5190","21","Internacional","Amarelo","Andrés D'Alessandro","10","Meio-campo","23"
"5191","21","Joinville","Amarelo","Mario Sérgio","2","Zagueiro","61"
"5192","21","Fluminense","Amarelo","Cícero Santos","11","Meio-campo","68"
"5192","21","Fluminense","Amarelo","Wellington Paulista","31","Atacante","51"
"5192","21","Atletico-MG","Amarelo","Luan Madson Gedeão de Paiva","27","Meio-campo","69"
"5192","21","Atletico-MG","Amarelo","Lucas Pratto","9","Atacante","44"
"5193","21","Flamengo","Amarelo","Emerson Sheik","11","Meio-campo","76"
"5193","21","Flamengo","Amarelo","César Henrique Martins","3","Zagueiro","65"
"5193","21","Flamengo","Amarelo","Héctor Canteros","20","Meio-campo","33"
"5194","21","Chapecoense","Amarelo","Elicarlos","17","Meio-campo","18"
"5194","21","Corinthians","Amarelo","Felipe Augusto de Almeida Monteiro","28","Zagueiro","60"
"5195","21","Cruzeiro","Amarelo","Giorgian De Arrascaeta","10","","90+4"
"5195","21","Cruzeiro","Amarelo","Mário Sérgio Santos Costa","37","Atacante","45+1"
"5195","21","Santos","Amarelo","Ricardo Oliveira","9","Atacante","73"
"5196","21","Goias","Amarelo","Renan Brito Soares","1","Goleiro","90+1"
"5196","21","Goias","Amarelo","Zé Love","9","Atacante","67"
"5193","21","Sport","Vermelho","Samuel Xavier","27","Zagueiro","24"
"5189","21","Gremio","Amarelo","Lucas Ramon Batista Silva","18","","89"
"5189","21","Gremio","Amarelo","Pedro Geromel","3","Zagueiro","74"
"5189","21","Gremio","Amarelo","Frickson Erazo","33","Zagueiro","35"
"5189","21","Coritiba","Amarelo","Lúcio Flávio","8","Meio-campo","90+2"
"5189","21","Coritiba","Amarelo","Ruy Franco de Almeida Junior","26","Meio-campo","71"
"5190","21","Avai","Amarelo","Lucas Lovat","36","Zagueiro","61"
"5190","21","Internacional","Amarelo","Paulo Marcos de Jesus Ribeiro","25","Zagueiro","67"
"5191","21","Joinville","Amarelo","Fabrício de Souza","15","","90+1"
"5191","21","Joinville","Amarelo","Marinaldo dos Santos Oliveira","5","Meio-campo","37"
"5192","21","Fluminense","Amarelo","Marlon","4","Zagueiro","57"
"5192","21","Atletico-MG","Amarelo","Rafael de Souza Pereira","5","Meio-campo","80"
"5192","21","Atletico-MG","Amarelo","Douglas Santos","6","Zagueiro","58"
"5193","21","Sport","Amarelo","Diego Souza","87","Meio-campo","29"
"5193","21","Flamengo","Amarelo","Marcos Rogério Ricci Lopes","21","Zagueiro","67"
"5193","21","Flamengo","Amarelo","Kayke Moreno","27","Atacante","56"
"5194","21","Chapecoense","Amarelo","Hélio Hermito Zampier Neto","29","Zagueiro","54"
"5194","21","Corinthians","Amarelo","Jadson","10","Meio-campo","66"
"5194","21","Corinthians","Amarelo","Malcom Filipe Silva de Oliveira","21","Meio-campo","29"
"5195","21","Cruzeiro","Amarelo","Fabrício dos Santos Silva","6","Zagueiro","84"
"5195","21","Santos","Amarelo","Vanderlei Farias da Silva","1","Goleiro","88"
"5196","21","Athletico-PR","Amarelo","Otávio Henrique Santos","5","Meio-campo","80"
"5196","21","Goias","Amarelo","Rodrigo Vasconcelos Oliveira","5","Meio-campo","77"
"5201","22","Atletico-MG","Vermelho","Marcos Rocha","2","Zagueiro","45+3"
"5197","22","Joinville","Amarelo","Edson Ratinho","9","Meio-campo","79"
"5197","22","Joinville","Amarelo","Everton Kempes dos Santos Gonçalves","20","","42"
"5197","22","Sao Paulo","Amarelo","Wesley Lopes Beltrame","19","Meio-campo","79"
"5197","22","Sao Paulo","Amarelo","Édson José da Silva","21","Zagueiro","73"
"5198","22","Ponte Preta","Amarelo","Renato de Araújo Chaves Júnior","3","Zagueiro","72"
"5198","22","Cruzeiro","Amarelo","Vinícius Vasconcelos Araújo","39","","90+5"
"5198","22","Cruzeiro","Amarelo","Ceará","2","Zagueiro","90"
"5198","22","Cruzeiro","Amarelo","Allano","35","Meio-campo","14"
"5199","22","Internacional","Amarelo","Rafael Moura","11","","73"
"5199","22","Vasco","Amarelo","Nenê","10","Meio-campo","64"
"5200","22","Avai","Amarelo","Eduardo Neto","8","Meio-campo","87"
"5200","22","Avai","Amarelo","Antonio Carlos Capocasali","25","Zagueiro","38"
"5201","22","Atletico-MG","Amarelo","Sherman Cárdenas","19","","88"
"5201","22","Atletico-MG","Amarelo","Patric Cabral Lalau","29","Zagueiro","65"
"5201","22","Atletico-MG","Amarelo","Marcos Rocha","2","Zagueiro","18"
"5201","22","Athletico-PR","Amarelo","Sidcley Ferreira Pereira","6","Zagueiro","62"
"5201","22","Athletico-PR","Amarelo","Wellington da Silva Pinto","3","Zagueiro","28"
"5202","22","Coritiba","Amarelo","João Paulo Silva","31","Meio-campo","55"
"5202","22","Sport","Amarelo","Wéverton Almeida Santos","77","Zagueiro","57"
"5203","22","Fluminense","Amarelo","José Renato da Silva Júnior","16","Zagueiro","78"
"5204","22","Goias","Amarelo","Felipe Menezes","21","","90+5"
"5204","22","Goias","Amarelo","Alex Alves Cardoso","3","Zagueiro","9"
"5204","22","Palmeiras","Amarelo","Victor Ramos","3","Zagueiro","55"
"5198","22","Ponte Preta","Vermelho","Biro-Biro","11","Meio-campo","90+5"
"5197","22","Joinville","Amarelo","Marcelinho Paraíba","10","Atacante","82"
"5197","22","Joinville","Amarelo","Guti","4","Zagueiro","63"
"5197","22","Sao Paulo","Amarelo","Renan Ribeiro","28","Goleiro","85"
"5197","22","Sao Paulo","Amarelo","Thiago Henrique Mendes Ribeiro","23","Meio-campo","76"
"5197","22","Sao Paulo","Amarelo","Alexandre Pato","11","Atacante","50"
"5198","22","Ponte Preta","Amarelo","Fernando Paixão da Silva","5","Meio-campo","13"
"5198","22","Cruzeiro","Amarelo","Willian Gomes de Siqueira","25","Meio-campo","90+5"
"5198","22","Cruzeiro","Amarelo","Henrique Pacheco Lima","8","Meio-campo","64"
"5199","22","Internacional","Amarelo","Nílton Ferreira Júnior","19","Meio-campo","81"
"5199","22","Internacional","Amarelo","Victor Vinícius Coelho Santos","21","Meio-campo","21"
"5200","22","Flamengo","Amarelo","Samir","4","Zagueiro","19"
"5200","22","Avai","Amarelo","Nino Paraíba","2","Zagueiro","64"
"5200","22","Avai","Amarelo","Adriano Pagode","15","Meio-campo","16"
"5201","22","Atletico-MG","Amarelo","Jemerson de Jesus Nascimento","4","Zagueiro","69"
"5201","22","Atletico-MG","Amarelo","Luan Madson Gedeão de Paiva","27","Meio-campo","45"
"5201","22","Athletico-PR","Amarelo","Daniel Hernández","7","Meio-campo","67"
"5201","22","Athletico-PR","Amarelo","Weverton Pereira da Silva","12","Goleiro","48"
"5202","22","Coritiba","Amarelo","Luccas Claro","3","Zagueiro","90+1"
"5202","22","Sport","Amarelo","Renê Rodrigues Martins","6","Zagueiro","87"
"5203","22","Fluminense","Amarelo","Marcos Júnior","35","Meio-campo","80"
"5203","22","Fluminense","Amarelo","Antônio Carlos dos Santos Aguiar","2","Zagueiro","69"
"5204","22","Goias","Amarelo","Ygor Maciel Santiago","15","","85"
"5204","22","Palmeiras","Amarelo","Vitor Hugo Franchescoli de Souza","31","Zagueiro","56"
"5204","22","Palmeiras","Amarelo","Gabriel Jesus","33","Meio-campo","10"
"5205","22","Chapecoense","Amarelo","Ananias Elói Castro Monteiro","11","Atacante","37"
"5206","22","Figueirense","Amarelo","Leandro Silva","2","Zagueiro","66"
"5206","22","Figueirense","Amarelo","Dener Gonçalves Pinheiro","55","Meio-campo","27"
"5206","22","Gremio","Amarelo","Edinho","15","Meio-campo","66"
"5206","22","Gremio","Amarelo","Bressan","4","Zagueiro","16"
"5206","22","Figueirense","Amarelo","Thiago Heleno","4","Zagueiro","72"
"5206","22","Figueirense","Amarelo","João Vitor Lima Gomes","70","","61"
"5206","22","Gremio","Amarelo","Pedro Rocha Neves","32","","79"
"5206","22","Gremio","Amarelo","Rafael Galhardo","2","Zagueiro","45"
"5208","23","Atletico-MG","Amarelo","Sherman Cárdenas","19","","86"
"5209","23","Athletico-PR","Amarelo","Ewandro","21","","90+4"
"5209","23","Athletico-PR","Amarelo","Weverton Pereira da Silva","12","Goleiro","88"
"5209","23","Joinville","Amarelo","Carlos Eduardo Antônio dos Santos","8","Meio-campo","90"
"5209","23","Joinville","Amarelo","Diego Jara Rodrigues","6","Zagueiro","7"
"5209","23","Athletico-PR","Vermelho","Marcos Guilherme","10","Meio-campo","89"
"5209","23","Joinville","Vermelho","Alef Vieira Santos","4","Zagueiro","89"
"5208","23","Vasco","Amarelo","Lucas Santos Siqueira","8","Meio-campo","48"
"5208","23","Atletico-MG","Amarelo","Jesús Dátolo","10","Meio-campo","76"
"5209","23","Athletico-PR","Amarelo","Guilherme Augusto Dellatorre","9","","90+1"
"5209","23","Athletico-PR","Amarelo","Marcos Guilherme","10","Meio-campo","39"
"5209","23","Joinville","Amarelo","Edson Ratinho","7","Meio-campo","23"
"5208","23","Vasco","Vermelho","Rafael Silva dos Santos","19","","90+3"
"5209","23","Joinville","Vermelho","Edson Ratinho","7","Meio-campo","90+8"
"5209","23","Joinville","Vermelho","Diego Jara Rodrigues","6","Zagueiro","28"
"5208","23","Vasco","Amarelo","Rafael Silva dos Santos","19","","67"
"5208","23","Vasco","Amarelo","Jorge Henrique","11","Meio-campo","46"
"5210","23","Figueirense","Amarelo","Sueliton Pereira","52","Zagueiro","52"
"5210","23","Figueirense","Amarelo","Alex Santana","38","Goleiro","5"
"5211","23","Ponte Preta","Amarelo","Felipe Azevedo","10","Meio-campo","67"
"5212","23","Gremio","Amarelo","Maximiliano Rodríguez Maeso","28","","87"
"5212","23","Gremio","Amarelo","Douglas dos Santos","10","Meio-campo","32"
"5212","23","Goias","Amarelo","Felipe Macedo","3","Zagueiro","29"
"5212","23","Goias","Amarelo","Guilherme Gimenez de Souza","2","Zagueiro","26"
"5213","23","Palmeiras","Amarelo","Leandro Almeida","44","Zagueiro","79"
"5213","23","Palmeiras","Amarelo","Róbson Michael Signorini","27","Meio-campo","28"
"5213","23","Palmeiras","Amarelo","Lucas Rios Marques","32","Zagueiro","16"
"5213","23","Corinthians","Amarelo","Carlos Gilberto do Nascimento Silva","4","Zagueiro","61"
"5214","23","Avai","Amarelo","Eduardo Neto","8","Meio-campo","90"
"5214","23","Coritiba","Amarelo","Thiago Galhardo","89","","80"
"5214","23","Coritiba","Amarelo","Guilherme Parede","77","Meio-campo","28"
"5215","23","Fluminense","Amarelo","Marcos Júnior","35","","90+2"
"5215","23","Fluminense","Amarelo","Wellington do Nascimento Silva","25","Zagueiro","76"
"5215","23","Fluminense","Amarelo","Douglas Augusto Soares Gomes","27","Meio-campo","11"
"5215","23","Flamengo","Amarelo","Kayke Moreno","27","Atacante","83"
"5215","23","Flamengo","Amarelo","Samir","4","Zagueiro","57"
"5215","23","Flamengo","Amarelo","Héctor Canteros","20","Meio-campo","22"
"5216","23","Sport","Amarelo","Matheus Ferraz Pereira","16","Zagueiro","46"
"5212","23","Goias","Vermelho","Felipe Macedo","3","Zagueiro","34"
"5210","23","Figueirense","Amarelo","Bruno Alves","59","Zagueiro","88"
"5210","23","Figueirense","Amarelo","Thiago Heleno","4","Zagueiro","39"
"5211","23","Chapecoense","Amarelo","Flavinho Valêncio","83","","69"
"5211","23","Ponte Preta","Amarelo","Gilson Gomes do Nascimento","6","Zagueiro","51"
"5212","23","Gremio","Amarelo","Marcelo Oliveira Ferreira","26","Zagueiro","77"
"5212","23","Goias","Amarelo","Bruno Henrique","10","Meio-campo","54"
"5212","23","Goias","Amarelo","Patrick","7","Meio-campo","28"
"5213","23","Palmeiras","Amarelo","João Paulo Gomes da Costa","6","","86"
"5213","23","Palmeiras","Amarelo","Eduardo Pereira Rodrigues","7","Meio-campo","78"
"5213","23","Palmeiras","Amarelo","Gabriel Jesus","33","Meio-campo","23"
"5213","23","Corinthians","Amarelo","Cristian Baroni","16","","88"
"5213","23","Corinthians","Amarelo","Fagner","23","Zagueiro","15"
"5214","23","Avai","Amarelo","Néstor Camacho","16","Meio-campo","63"
"5214","23","Coritiba","Amarelo","Leandro Silva","15","Zagueiro","56"
"5214","23","Coritiba","Amarelo","Walisson","21","Zagueiro","21"
"5215","23","Fluminense","Amarelo","Wellington Paulista","31","","82"
"5215","23","Fluminense","Amarelo","Osvaldo Filho","17","Atacante","44"
"5215","23","Fluminense","Amarelo","Lucas Pierre Santos Oliveira","5","Meio-campo","10"
"5215","23","Flamengo","Amarelo","Márcio Rodrigues Araújo","8","Meio-campo","65"
"5215","23","Flamengo","Amarelo","Éverton Cardoso da Silva","22","Meio-campo","53"
"5215","23","Flamengo","Amarelo","Wallace Reis da Silva","14","Zagueiro","12"
"5215","23","Flamengo","Vermelho","Éverton Cardoso da Silva","22","Meio-campo","90+5"
"5217","24","Ponte Preta","Amarelo","Gilson Gomes do Nascimento","6","Zagueiro","31"
"5217","24","Ponte Preta","Vermelho","Diego Oliveira","9","Atacante","59"
"5217","24","Vasco","Amarelo","Germán Herrera","7","Atacante","25"
"5219","24","Palmeiras","Vermelho","Leandro Almeida","44","Zagueiro","47"
"5218","24","Atletico-MG","Amarelo","Thiago Ribeiro","22","","90+2"
"5218","24","Avai","Amarelo","André Lima","99","","84"
"5218","24","Avai","Amarelo","Jeci","3","Zagueiro","28"
"5219","24","Internacional","Amarelo","Réver","3","Zagueiro","87"
"5219","24","Internacional","Amarelo","Artur","33","Zagueiro","45+3"
"5219","24","Palmeiras","Amarelo","Agustín Allione","20","","88"
"5219","24","Palmeiras","Amarelo","Leandro Almeida","44","Zagueiro","35"
"5220","24","Figueirense","Amarelo","Clayton da Silveira da Silva","7","Atacante","27"
"5220","24","Athletico-PR","Amarelo","Carlos Eduardo Santos Oliveira","2","Zagueiro","31"
"5221","24","Fluminense","Amarelo","Gustavo Scarpa","40","Meio-campo","57"
"5221","24","Fluminense","Amarelo","Gerson Santos da Silva","30","Meio-campo","45"
"5222","24","Santos","Amarelo","Thiago Maia","29","Meio-campo","51"
"5223","24","Gremio","Amarelo","Tiago Machowski","12","Goleiro","90+2"
"5223","24","Gremio","Amarelo","Edinho","15","Meio-campo","22"
"5217","24","Ponte Preta","Amarelo","Luiz Antonio Linhares Garcia","4","Zagueiro","57"
"5217","24","Ponte Preta","Amarelo","Diego Oliveira","9","Atacante","26"
"5219","24","Internacional","Vermelho","Nílton Ferreira Júnior","19","Meio-campo","83"
"5218","24","Atletico-MG","Amarelo","Dodô","23","","90+3"
"5218","24","Atletico-MG","Amarelo","Leonardo Silva","3","Zagueiro","73"
"5218","24","Avai","Amarelo","Éverton Silva","7","","83"
"5219","24","Internacional","Amarelo","Paulo Marcos de Jesus Ribeiro","25","Zagueiro","89"
"5219","24","Internacional","Amarelo","Eduardo Sasha","9","Meio-campo","63"
"5219","24","Internacional","Amarelo","Andrés D'Alessandro","10","Meio-campo","18"
"5219","24","Palmeiras","Amarelo","Vitor Hugo Franchescoli de Souza","31","Zagueiro","56"
"5220","24","Figueirense","Amarelo","Marquinhos Pedroso","6","Zagueiro","85"
"5220","24","Athletico-PR","Amarelo","Christián Vilches","3","Zagueiro","42"
"5221","24","Coritiba","Amarelo","Alan Santos da Silva","5","","47"
"5221","24","Fluminense","Amarelo","Douglas Augusto Soares Gomes","27","Meio-campo","52"
"5221","24","Fluminense","Amarelo","Gum","3","Zagueiro","43"
"5222","24","Sao Paulo","Amarelo","Wesley Lopes Beltrame","19","","50"
"5223","24","Gremio","Amarelo","Bressan","4","Zagueiro","72"
"5224","24","Goias","Amarelo","David França Oliveira e Silva","8","Meio-campo","85"
"5224","24","Sport","Amarelo","Renê Rodrigues Martins","6","Zagueiro","77"
"5225","24","Joinville","Amarelo","Marcelinho Paraíba","10","Meio-campo","74"
"5225","24","Joinville","Amarelo","Bruno Aguiar","3","Zagueiro","14"
"5225","24","Chapecoense","Amarelo","Bruno César Pereira da Silva","31","Meio-campo","14"
"5226","24","Flamengo","Amarelo","Paulinho","26","Meio-campo","45+3"
"5226","24","Cruzeiro","Amarelo","Henrique Pacheco Lima","8","Meio-campo","80"
"5226","24","Cruzeiro","Amarelo","Ceará","2","Zagueiro","13"
"5224","24","Goias","Amarelo","Erik Nascimento de Lima","11","Meio-campo","90+2"
"5224","24","Goias","Amarelo","Zé Love","9","Atacante","85"
"5225","24","Joinville","Amarelo","Carlos Eduardo Antônio dos Santos","8","Meio-campo","77"
"5225","24","Joinville","Amarelo","Luiz Carlos dos Santos Junior","6","Zagueiro","18"
"5225","24","Chapecoense","Amarelo","Hélio Hermito Zampier Neto","29","Zagueiro","39"
"5226","24","Flamengo","Amarelo","Alan Patrick","19","Meio-campo","90+3"
"5226","24","Flamengo","Amarelo","César Henrique Martins","3","","39"
"5226","24","Cruzeiro","Amarelo","Manoel Messias Silva Carvalho","27","Zagueiro","58"
"5227","25","Coritiba","Amarelo","Walisson","21","Zagueiro","55"
"5227","25","Coritiba","Amarelo","Kléber","52","Atacante","13"
"5227","25","Internacional","Amarelo","Artur","33","Zagueiro","77"
"5227","25","Internacional","Amarelo","Victor Vinícius Coelho Santos","21","Atacante","45+4"
"5227","25","Internacional","Amarelo","Rodrigo Dourado","13","Meio-campo","32"
"5228","25","Palmeiras","Amarelo","Andrei Girotto","28","","90+2"
"5228","25","Palmeiras","Amarelo","Vitor Hugo Franchescoli de Souza","31","Zagueiro","41"
"5228","25","Figueirense","Amarelo","Saimon Pains Tormen","20","Zagueiro","88"
"5228","25","Figueirense","Amarelo","Leandro Silva","2","Zagueiro","27"
"5228","25","Figueirense","Vermelho","Leandro Silva","2","Zagueiro","90+4"
"5227","25","Coritiba","Amarelo","Wilson Rodrigues de Moura Júnior","84","Goleiro","65"
"5227","25","Coritiba","Amarelo","Ruy Franco de Almeida Junior","26","Meio-campo","37"
"5227","25","Internacional","Amarelo","Valdívia","29","Meio-campo","78"
"5227","25","Internacional","Amarelo","Wellington Aparecido Martins","41","Meio-campo","65"
"5227","25","Internacional","Amarelo","William de Asevedo Furtado","6","Meio-campo","45+3"
"5227","25","Internacional","Amarelo","Leonardo Moreira Morais","2","Zagueiro","26"
"5228","25","Palmeiras","Amarelo","Jackson de Souza","26","Zagueiro","53"
"5228","25","Palmeiras","Amarelo","Egídio de Araújo Pereira Júnior","66","Zagueiro","39"
"5228","25","Figueirense","Amarelo","Paulo Roberto da Silva","28","Meio-campo","44"
"5228","25","Figueirense","Amarelo","Marcos Assis de Santana","9","Atacante","15"
"5231","25","Cruzeiro","Vermelho","Eugenio Mena","21","Zagueiro","52"
"5229","25","Ponte Preta","Amarelo","Renato de Araújo Chaves Júnior","3","Zagueiro","90"
"5229","25","Ponte Preta","Amarelo","Fernando Paixão da Silva","5","Meio-campo","58"
"5229","25","Ponte Preta","Amarelo","Josimar","8","Meio-campo","47"
"5229","25","Santos","Amarelo","David Braz","14","Zagueiro","11"
"5231","25","Cruzeiro","Amarelo","Fabrício dos Santos Silva","6","","90+4"
"5231","25","Cruzeiro","Amarelo","Eugenio Mena","21","Zagueiro","42"
"5231","25","Atletico-MG","Amarelo","Josué Anunciado de Oliveira","28","","87"
"5231","25","Atletico-MG","Amarelo","Giovanni Augusto","14","Meio-campo","39"
"5232","25","Gremio","Amarelo","Edinho","15","Meio-campo","83"
"5232","25","Gremio","Amarelo","Rafael Thyere de Albuquerque Marques","31","Zagueiro","29"
"5232","25","Sao Paulo","Amarelo","Matheus Reis","4","Zagueiro","33"
"5233","25","Chapecoense","Amarelo","Dener Assunção Braz","6","Zagueiro","82"
"5233","25","Flamengo","Amarelo","Jorge Marco de Oliveira Moraes","36","Zagueiro","56"
"5234","25","Vasco","Amarelo","Martín Silva","1","Goleiro","21"
"5234","25","Athletico-PR","Amarelo","Ewandro","7","Meio-campo","13"
"5235","25","Avai","Amarelo","Eduardo Neto","8","Meio-campo","34"
"5235","25","Goias","Amarelo","Ygor Maciel Santiago","7","Meio-campo","40"
"5236","25","Sport","Amarelo","Durval","4","Zagueiro","6"
"5236","25","Fluminense","Amarelo","Edson Felipe da Cruz","8","Meio-campo","27"
"5229","25","Ponte Preta","Amarelo","Felipe Azevedo","7","Meio-campo","83"
"5229","25","Ponte Preta","Amarelo","Borges","9","Atacante","49"
"5229","25","Santos","Amarelo","Daniel Guedes","38","Zagueiro","22"
"5230","25","Joinville","Amarelo","Anselmo de Moraes","8","Meio-campo","5"
"5231","25","Cruzeiro","Amarelo","Fábio Deivson Lopes Maciel","1","Goleiro","84"
"5231","25","Atletico-MG","Amarelo","Jemerson de Jesus Nascimento","4","Zagueiro","90"
"5231","25","Atletico-MG","Amarelo","Leandro Donizete","8","Meio-campo","83"
"5231","25","Atletico-MG","Amarelo","Marcos Rocha","2","Zagueiro","25"
"5232","25","Gremio","Amarelo","Walace","5","Meio-campo","45+1"
"5232","25","Sao Paulo","Amarelo","Michel Bastos","7","Meio-campo","81"
"5232","25","Sao Paulo","Amarelo","Bruno Vieira","22","Zagueiro","13"
"5233","25","Chapecoense","Amarelo","Apodi","2","Zagueiro","50"
"5234","25","Vasco","Amarelo","Duvier Riascos","20","","90+2"
"5234","25","Athletico-PR","Amarelo","Nikão","11","Meio-campo","50"
"5235","25","Avai","Amarelo","Antonio Carlos Capocasali","25","Zagueiro","86"
"5235","25","Goias","Amarelo","Patrick","19","","88"
"5236","25","Sport","Amarelo","Matheus Ferraz Pereira","16","Zagueiro","40"
"5236","25","Fluminense","Amarelo","Jean Raphael Vanderlei Moreira","7","Meio-campo","55"
"5236","25","Fluminense","Amarelo","Gum","3","Zagueiro","24"
"5239","26","Ponte Preta","Amarelo","Rodinei de Almeida","2","Zagueiro","40"
"5240","26","Figueirense","Amarelo","França","91","","81"
"5240","26","Avai","Amarelo","Luiz Otávio Santos de Araújo","77","","88"
"5240","26","Avai","Amarelo","Renan Oliveira","23","Meio-campo","61"
"5241","26","Athletico-PR","Amarelo","Otávio Henrique Santos","5","Meio-campo","27"
"5241","26","Gremio","Amarelo","Tiago Machowski","12","","41"
"5242","26","Atletico-MG","Amarelo","Giovanni Augusto","14","Meio-campo","38"
"5243","26","Internacional","Amarelo","Nílton Ferreira Júnior","19","Meio-campo","74"
"5244","26","Cruzeiro","Amarelo","Vinícius Vasconcelos Araújo","39","","90+2"
"5244","26","Cruzeiro","Amarelo","Henrique Pacheco Lima","8","Meio-campo","72"
"5244","26","Vasco","Amarelo","Sérgio Antônio Borges Júnior","5","Meio-campo","45+3"
"5244","26","Vasco","Amarelo","Rodrigo Baldasso da Costa","3","Zagueiro","29"
"5237","26","Joinville","Amarelo","Bruno Aguiar","3","Zagueiro","90"
"5237","26","Joinville","Amarelo","Lucas Crispim","7","Meio-campo","37"
"5237","26","Sport","Amarelo","Renê Rodrigues Martins","6","Zagueiro","64"
"5237","26","Sport","Amarelo","Diego Souza","87","Meio-campo","20"
"5238","26","Palmeiras","Amarelo","Thiago dos Santos","35","Meio-campo","88"
"5238","26","Palmeiras","Amarelo","Egídio de Araújo Pereira Júnior","66","Zagueiro","9"
"5239","26","Goias","Amarelo","Patrick","7","Meio-campo","31"
"5239","26","Ponte Preta","Amarelo","Renato de Araújo Chaves Júnior","3","Zagueiro","64"
"5239","26","Ponte Preta","Amarelo","Josimar","8","Meio-campo","52"
"5239","26","Ponte Preta","Amarelo","Luiz Antonio Linhares Garcia","4","Zagueiro","26"
"5240","26","Figueirense","Amarelo","Marquinhos Pedroso","6","Zagueiro","47"
"5240","26","Avai","Amarelo","Adriano Pagode","15","Meio-campo","65"
"5240","26","Avai","Amarelo","Nino Paraíba","2","Zagueiro","22"
"5241","26","Gremio","Amarelo","Edinho","15","Meio-campo","50"
"5242","26","Santos","Amarelo","David Braz","14","Zagueiro","90"
"5243","26","Internacional","Amarelo","Ernando Rodrigues Lopes","14","Zagueiro","80"
"5243","26","Corinthians","Amarelo","Edílson Mendes Guimarães","33","","46"
"5244","26","Cruzeiro","Amarelo","Ceará","2","Zagueiro","78"
"5244","26","Cruzeiro","Amarelo","Bruno Rodrigo","4","Zagueiro","29"
"5244","26","Vasco","Amarelo","Julio dos Santos","8","Meio-campo","38"
"5244","26","Vasco","Vermelho","Julio dos Santos","8","Meio-campo","90+2"
"5237","26","Joinville","Amarelo","Mario Sérgio","2","Zagueiro","79"
"5237","26","Joinville","Amarelo","Carlos Eduardo Antônio dos Santos","5","Meio-campo","30"
"5237","26","Sport","Amarelo","Rithely","21","Meio-campo","45+3"
"5238","26","Fluminense","Amarelo","Wellington do Nascimento Silva","25","Zagueiro","65"
"5238","26","Palmeiras","Amarelo","Fernando Prass","1","Goleiro","60"
"5239","26","Goias","Amarelo","Diogo Barbosa","6","Zagueiro","87"
"5239","26","Ponte Preta","Amarelo","Gilson Gomes do Nascimento","6","Zagueiro","78"
"5246","26","Flamengo","Amarelo","César Henrique Martins","3","Zagueiro","11"
"5246","26","Coritiba","Amarelo","Kléber","52","Atacante","69"
"5246","26","Coritiba","Amarelo","Alan Santos da Silva","5","Meio-campo","19"
"5245","26","Sao Paulo","Amarelo","Michel Bastos","7","Meio-campo","82"
"5245","26","Chapecoense","Amarelo","Apodi","2","Zagueiro","79"
"5246","26","Flamengo","Amarelo","Marcos Rogério Ricci Lopes","21","Zagueiro","8"
"5246","26","Coritiba","Amarelo","Leandro Silva","15","Zagueiro","27"
"5245","26","Sao Paulo","Amarelo","Luís Fabiano","9","Atacante","85"
"5245","26","Chapecoense","Amarelo","Marcos Danilo Padilha","1","Goleiro","81"
"5247","27","Palmeiras","Amarelo","Arouca","5","Meio-campo","75"
"5247","27","Gremio","Amarelo","Marcelo Oliveira Ferreira","26","Zagueiro","88"
"5247","27","Gremio","Amarelo","Bressan","4","Zagueiro","28"
"5248","27","Figueirense","Amarelo","Thiago Heleno","4","Zagueiro","90+3"
"5248","27","Figueirense","Amarelo","Fabinho","77","Meio-campo","69"
"5248","27","Figueirense","Amarelo","Bruno Alves","59","Zagueiro","31"
"5249","27","Ponte Preta","Amarelo","Fernando Paixão da Silva","5","Meio-campo","85"
"5249","27","Fluminense","Amarelo","Cícero Santos","11","Meio-campo","71"
"5249","27","Fluminense","Amarelo","Fred","9","Atacante","15"
"5247","27","Palmeiras","Amarelo","Thiago dos Santos","35","Meio-campo","84"
"5247","27","Gremio","Amarelo","Moisés","37","Meio-campo","90"
"5247","27","Gremio","Amarelo","Lucas Ramon Batista Silva","18","Zagueiro","69"
"5248","27","Internacional","Amarelo","Wellington Aparecido Martins","41","Meio-campo","85"
"5248","27","Figueirense","Amarelo","Yago Rocha","27","","84"
"5248","27","Figueirense","Amarelo","Rafael Bastos","16","Meio-campo","54"
"5249","27","Ponte Preta","Amarelo","Juninho","6","Zagueiro","89"
"5249","27","Ponte Preta","Amarelo","Alexandro da Silva Batista","18","","80"
"5249","27","Fluminense","Amarelo","José Renato da Silva Júnior","16","Zagueiro","25"
"5249","27","Fluminense","Amarelo","Douglas Augusto Soares Gomes","27","Meio-campo","2"
"5250","27","Joinville","Amarelo","Rogério Rodrigues da Silva","6","Zagueiro","58"
"5251","27","Corinthians","Amarelo","Elias Mendes Trindade","7","Meio-campo","65"
"5251","27","Santos","Amarelo","Neto Berola","40","","73"
"5251","27","Santos","Amarelo","Marquinhos","31","Meio-campo","45+1"
"5252","27","Vasco","Amarelo","Sérgio Antônio Borges Júnior","5","Meio-campo","47"
"5252","27","Sport","Amarelo","Danilo Barcelos","14","","75"
"5253","27","Atletico-MG","Amarelo","Luan Madson Gedeão de Paiva","27","Meio-campo","66"
"5253","27","Flamengo","Amarelo","Héctor Canteros","20","Meio-campo","67"
"5254","27","Avai","Amarelo","Emerson dos Santos da Silva","4","Zagueiro","76"
"5254","27","Avai","Amarelo","Éverton Silva","7","Zagueiro","56"
