"partida_id","rodata","clube","atleta","minuto","tipo_de_gol"
"5034","5","Fluminense","Vinícius","30",""
"5034","5","Fluminense","Marcos Júnior","88",""
"5035","5","Sport","Maikon Leite","90+3",""
"5036","5","Internacional","Rafael Moura","76",""
"5036","5","Palmeiras","Vitor Hugo Franchescoli de Souza","64",""
"5038","6","Flamengo","Gabriel Santana","65",""
"5037","6","Cruzeiro","Jemerson de Jesus Nascimento","45+2","Gol Contra"
"5037","6","Atletico-MG","Luan Madson Gedeão de Paiva","13",""
"5037","6","Cruzeiro","Gabriel Xavier","46",""
"5037","6","Cruzeiro","Marcos Antônio da Silva Gonçalves","72",""
"5039","6","Santos","Ricardo Oliveira","61","Penalty"
"5039","6","Santos","Geuvânio","23",""
"5039","6","Ponte Preta","Felipe Azevedo","53",""
"5039","6","Ponte Preta","Renato Cajá","72",""
"5041","6","Corinthians","Jadson","31",""
"5040","6","Athletico-PR","Ytalo José dos Santos","90+2",""
"5040","6","Athletico-PR","Nikão","60","Penalty"
"5042","6","Sao Paulo","Luís Fabiano","27",""
"5042","6","Sao Paulo","Rogério Ceni","56","Penalty"
"5043","6","Internacional","Nilmar","36",""
"5043","6","Internacional","Victor Vinícius Coelho Santos","26",""
"5045","6","Avai","Rômulo","90+4",""
"5044","6","Figueirense","Carlos Alberto Gomes de Jesus","8",""
"5044","6","Figueirense","Thiago Santos Santana","62",""
"5044","6","Palmeiras","Gabriel Girotto Franco","11",""
"5047","7","Atletico-MG","Jesús Dátolo","43",""
"5047","7","Santos","Ricardo Oliveira","19",""
"5047","7","Atletico-MG","Werley Ananias da Silva","28","Gol Contra"
"5047","7","Santos","Gabriel Barbosa","54",""
"5050","7","Internacional","Nilmar","41",""
"5050","7","Corinthians","Jadson","51",""
"5050","7","Corinthians","Vágner Love","67",""
"5049","7","Sao Paulo","Josef de Souza Dias","6",""
"5048","7","Flamengo","Eduardo da Silva","39",""
"5051","7","Sport","Maikon Leite","16",""
"5051","7","Sport","Maikon Leite","39",""
"5051","7","Joinville","Marcelinho Paraíba","79",""
"5052","7","Vasco","Rodrigo Baldasso da Costa","88",""
"5052","7","Cruzeiro","Leandro Damião","38",""
"5052","7","Cruzeiro","Leandro Damião","74",""
"5052","7","Cruzeiro","Charles Fernando Basílio da Silva","58",""
"5055","7","Fluminense","Jean Raphael Vanderlei Moreira","17",""
"5055","7","Palmeiras","Rafael Marques Mariano","45+2",""
"5055","7","Palmeiras","Jonatan Cristaldo","90+1",""
"5054","7","Avai","Anderson Lopes","36",""
"5054","7","Figueirense","Marcos Roberto da Silva Barbosa","15",""
"5056","7","Gremio","Giuliano Victor de Paula","33",""
"5056","7","Gremio","Luiz Rhodolfo Dini Gaioto","71",""
"5056","7","Athletico-PR","Hernani Azevedo Junior","52",""
"5058","8","Sport","André Felipe Ribeiro de Souza","20",""
"5058","8","Sport","Wendel Geraldo Maurício e Silva","81",""
"5058","8","Vasco","Duvier Riascos","42",""
"5059","8","Atletico-MG","Lucas Pratto","41",""
"5059","8","Atletico-MG","Samir","22","Gol Contra"
"5060","8","Santos","Ricardo Oliveira","10",""
"5061","8","Gremio","Maicon","55",""
"5062","8","Chapecoense","Camilo","36",""
"5063","8","Joinville","Everton Kempes dos Santos Gonçalves","45+1",""
"5063","8","Goias","Wesley","26",""
"5063","8","Joinville","Everton Kempes dos Santos Gonçalves","35",""
"5065","8","Sao Paulo","Josef de Souza Dias","55",""
"5065","8","Avai","André Lima","89",""
"5064","8","Coritiba","Wellington Paulista","19",""
"5064","8","Coritiba","Ruy Franco de Almeida Junior","77",""
"5064","8","Athletico-PR","Walter Henrique da Silva","25",""
"5064","8","Athletico-PR","Edigar Junio","82",""
"5066","8","Fluminense","Wellington do Nascimento Silva","55",""
"5066","8","Fluminense","Vinícius","90+5",""
"5067","9","Gremio","Pedro Rocha Neves","1",""
"5067","9","Gremio","Luan Guilherme de Jesus Vieira","10",""
"5067","9","Avai","Anderson Lopes","56","Penalty"
"5068","9","Chapecoense","Bruno Rangel","88",""
"5068","9","Sport","Rithely","29",""
"5069","9","Corinthians","Jadson","65","Penalty"
"5069","9","Corinthians","Vágner Love","55",""
"5069","9","Figueirense","Thiago Santos Santana","73",""
"5070","9","Atletico-MG","Leonardo Silva","34",""
"5071","9","Palmeiras","Jonatan Cristaldo","72",""
"5071","9","Palmeiras","Leandro","32",""
"5071","9","Palmeiras","Victor Ramos","41",""
"5071","9","Palmeiras","Rafael Marques Mariano","58",""
"5072","9","Goias","Erik Nascimento de Lima","34",""
"5072","9","Fluminense","Wagner Ferreira dos Santos","53",""
"5072","9","Fluminense","Edson Felipe da Cruz","62",""
"5073","9","Ponte Preta","Renato Cajá","30",""
"5073","9","Ponte Preta","Felipe Azevedo","70",""
"5073","9","Athletico-PR","Nikão","28",""
"5074","9","Coritiba","Rafhael Lucas","62",""
"5075","9","Vasco","Duvier Riascos","16",""
"5076","9","Internacional","Valdívia","77",""
"5077","10","Sport","André Felipe Ribeiro de Souza","10","Penalty"
"5077","10","Sport","André Felipe Ribeiro de Souza","36",""
"5077","10","Sport","Jonathan Marlone","30",""
"5078","10","Vasco","Emanuel Biancucchi","69",""
"5079","10","Palmeiras","Egídio de Araújo Pereira Júnior","28",""
"5079","10","Palmeiras","Jonatan Cristaldo","70",""
"5080","10","Atletico-MG","Thiago Ribeiro","67",""
"5080","10","Atletico-MG","Thiago Ribeiro","45",""
"5082","10","Gremio","Douglas dos Santos","69","Penalty"
"5081","10","Flamengo","Emerson Sheik","55",""
"5083","10","Sao Paulo","Ricardo Centurión","72",""
"5083","10","Athletico-PR","Gustavo Schiavolin","36",""
"5083","10","Athletico-PR","Marcos Guilherme","58",""
"5085","10","Figueirense","Clayton da Silveira da Silva","34",""
"5085","10","Figueirense","Paulo Roberto da Silva","80",""
"5085","10","Goias","Felipe Menezes","47",""
"5085","10","Figueirense","Thiago Santos Santana","24",""
"5084","10","Corinthians","Jadson","41",""
"5084","10","Corinthians","Vágner Love","90+6",""
"5086","10","Fluminense","Lucas Gomes","80",""
"5086","10","Santos","Ricardo Oliveira","54",""
"5086","10","Fluminense","Fred","40",""
"5089","11","Cruzeiro","Mário Sérgio Santos Costa","73",""
"5089","11","Cruzeiro","Giorgian De Arrascaeta","41",""
"5088","11","Chapecoense","Hélio Hermito Zampier Neto","75",""
"5090","11","Avai","Samuel Xavier","40","Gol Contra"
"5090","11","Avai","Renan Martins Pereira","38",""
"5090","11","Sport","Diego Souza","21",""
"5090","11","Sport","André Felipe Ribeiro de Souza","90+3","Penalty"
"5093","11","Gremio","Pedro Rocha Neves","4",""
"5093","11","Gremio","Rafael Galhardo","49",""
"5093","11","Gremio","Yuri Mamute","81",""
"5093","11","Santos","Ricardo Oliveira","65",""
"5094","11","Palmeiras","Eduardo Pereira Rodrigues","40",""
"5094","11","Palmeiras","Eduardo Pereira Rodrigues","9",""
"5095","11","Flamengo","Alan Patrick","47",""
"5095","11","Figueirense","Ricardo de Souza Silva","61",""
"5095","11","Figueirense","Fabinho","90+3",""
"5096","11","Internacional","Lisandro López","86",""
"5096","11","Atletico-MG","Maicosuel","59",""
"5096","11","Atletico-MG","Maicosuel","77",""
"5096","11","Atletico-MG","Thiago Ribeiro","79",""
"5098","12","Goias","Felipe Menezes","48","Penalty"
"5098","12","Goias","Felipe Menezes","59",""
"5098","12","Santos","Ricardo Oliveira","90","Penalty"
"5098","12","Goias","Fred","52",""
"5098","12","Goias","Carlos Eduardo Ferreira de Souza","62",""
"5097","12","Chapecoense","Bruno Rangel","77",""
"5101","12","Palmeiras","Jonatan Cristaldo","89",""
"5101","12","Palmeiras","Rafael Marques Mariano","8",""
"5101","12","Palmeiras","Lucas Rios Marques","65",""
"5100","12","Joinville","Everton Kempes dos Santos Gonçalves","12",""
"5100","12","Joinville","Everton Kempes dos Santos Gonçalves","61",""
"5102","12","Atletico-MG","Lucas Pratto","47",""
"5102","12","Atletico-MG","Giovanni Augusto","54",""
"5102","12","Sport","Matheus Ferraz Pereira","50",""
"5103","12","Internacional","Ernando Rodrigues Lopes","90+3",""
"5103","12","Flamengo","Paolo Guerrero","11",""
"5103","12","Flamengo","Éverton Cardoso da Silva","66",""
"5104","12","Sao Paulo","Michel Bastos","18",""
"5104","12","Sao Paulo","Wesley Lopes Beltrame","49",""
"5104","12","Sao Paulo","Gabriel Boschilia","90+3",""
"5104","12","Sao Paulo","Alexandre Pato","13",""
"5105","12","Corinthians","Jadson","77",""
"5105","12","Corinthians","Elias Mendes Trindade","34",""
"5106","12","Fluminense","Gustavo Scarpa","74",""
"5107","13","Santos","Gabriel Barbosa","63",""
"5107","13","Santos","David Braz","31",""
"5107","13","Santos","Lucas Rafael Araújo Lima","46",""
"5108","13","Gremio","Pedro Rocha Neves","81",""
"5108","13","Gremio","Anderson Salles","60","Gol Contra"
"5109","13","Atletico-MG","Thiago Ribeiro","28",""
"5109","13","Atletico-MG","Giovanni Augusto","88",""
"5110","13","Sao Paulo","Ricardo Centurión","15",""
"5110","13","Sao Paulo","Alexandre Pato","45+1",""
"5110","13","Sao Paulo","Alexandre Pato","90+1",""
"5110","13","Coritiba","Marcos Aurélio de Oliveira Lima","60",""
"5112","13","Corinthians","Elias Mendes Trindade","26",""
"5112","13","Corinthians","Uendel Pereira Gonçalves","45+4",""
"5112","13","Corinthians","Jadson","63",""
"5111","13","Internacional","Réver","33",""
"5111","13","Internacional","Victor Vinícius Coelho Santos","45","Penalty"
"5113","13","Athletico-PR","Sidcley Ferreira Pereira","69",""
"5113","13","Fluminense","Gustavo Scarpa","52",""
"5113","13","Fluminense","Fred","90+3",""
"5114","13","Cruzeiro","Joel Tagueu","38",""
"5115","13","Sport","Matheus Ferraz Pereira","22",""
"5115","13","Sport","André Felipe Ribeiro de Souza","90",""
"5115","13","Palmeiras","Leandro","44",""
"5115","13","Palmeiras","Leandro","59",""
"5116","13","Avai","Emerson dos Santos da Silva","10",""
"5116","13","Avai","William Júnior Salles de Lima Souza","19",""
"5116","13","Chapecoense","Bruno Rangel","48",""
"5117","14","Internacional","Eduardo Sasha","88",""
"5117","14","Internacional","Eduardo","58",""
"5117","14","Goias","Felipe Menezes","80","Penalty"
"5118","14","Flamengo","Paolo Guerrero","41",""
"5119","14","Corinthians","Malcom Filipe Silva de Oliveira","42",""
"5120","14","Athletico-PR","Hernani Azevedo Junior","52",""
"5123","14","Vasco","Jhon Cley","70",""
"5123","14","Fluminense","Marcos Júnior","59",""
"5123","14","Vasco","Andrezinho","39",""
"5124","14","Palmeiras","Leandro","15",""
"5122","14","Sport","José Élber Pimentel da Silva","34",""
"5122","14","Sport","Wéverton Almeida Santos","90+3",""
"5125","14","Cruzeiro","Marcos Vinícius de Jesus Araújo","13",""
"5125","14","Avai","André Lima","82",""
"5126","14","Joinville","Silvinho","55",""
"5126","14","Ponte Preta","Fernando Paixão da Silva","74","Penalty"
"5127","15","Avai","Rômulo","84",""
"5127","15","Athletico-PR","Marcos Guilherme","43",""
"5127","15","Athletico-PR","Marcos Guilherme","90",""
"5128","15","Gremio","Pedro Rocha Neves","45",""
"5128","15","Sport","Diego Souza","63",""
"5129","15","Atletico-MG","Lucas Pratto","63","Penalty"
"5131","15","Santos","Gabriel Barbosa","4",""
"5131","15","Santos","Gabriel Barbosa","18",""
"5130","15","Chapecoense","Bruno Rangel","27",""
"5130","15","Chapecoense","Bruno Rangel","90","Penalty"
"5130","15","Fluminense","Edson Felipe da Cruz","29",""
"5135","15","Flamengo","Marcelo Cirino da Silva","72",""
"5133","15","Coritiba","Evandro da Silva","90+2",""
"5133","15","Corinthians","Felipe Augusto de Almeida Monteiro","41",""
"5134","15","Sao Paulo","Alexandre Pato","45",""
"5136","15","Palmeiras","Leandro","55",""
"5136","15","Palmeiras","Eduardo Pereira Rodrigues","18",""
"5136","15","Vasco","Duvier Riascos","69",""
"5136","15","Palmeiras","Victor Ramos","35",""
"5136","15","Palmeiras","Leandro","4",""
"5137","16","Corinthians","Carlos Gilberto do Nascimento Silva","61",""
"5137","16","Corinthians","Elias Mendes Trindade","77",""
"5137","16","Corinthians","Renato Augusto","47",""
"5138","16","Atletico-MG","Lucas Pratto","44",""
"5138","16","Sao Paulo","Alexandre Pato","59",""
"5138","16","Atletico-MG","Lucas Pratto","20",""
"5138","16","Atletico-MG","Lucas Pratto","26",""
"5139","16","Fluminense","Marcos Júnior","77",""
"5141","16","Athletico-PR","Walter Henrique da Silva","77",""
"5140","16","Goias","Liniker da Silva Moreira","69",""
"5140","16","Coritiba","Evandro da Silva","90",""
"5142","16","Joinville","Guti","61",""
"5142","16","Joinville","Jeci","40","Gol Contra"
"5144","16","Figueirense","Marcos Roberto da Silva Barbosa","74",""
"5144","16","Figueirense","Dudu","90+2",""
"5144","16","Ponte Preta","Renato de Araújo Chaves Júnior","51",""
"5144","16","Figueirense","João Vitor Lima Gomes","4",""
"5145","16","Flamengo","Emerson Sheik","42",""
"5145","16","Santos","Ricardo Oliveira","52",""
"5145","16","Santos","Lucas Rafael Araújo Lima","72",""
"5145","16","Flamengo","Alan Patrick","40",""
"5147","17","Avai","André Lima","6",""
"5148","17","Santos","Geuvânio","20",""
"5148","17","Santos","Ricardo Oliveira","60",""
"5148","17","Santos","Ivan Aparecido Martins","43","Gol Contra"
"5149","17","Athletico-PR","Christián Vilches","90+8",""
"5149","17","Sport","Jonathan Marlone","16",""
"5153","17","Ponte Preta","Pablo Castro","71",""
"5152","17","Palmeiras","Jonatan Cristaldo","74",""
"5152","17","Cruzeiro","Alisson Euler de Freitas Castro","5",""
"5152","17","Cruzeiro","Giorgian De Arrascaeta","82",""
"5151","17","Sao Paulo","Luís Fabiano","48",""
"5151","17","Corinthians","Luciano da Rocha Neves","21",""
"5155","17","Gremio","Luan Guilherme de Jesus Vieira","49",""
"5155","17","Gremio","Réver","84","Gol Contra"
"5155","17","Gremio","Luiz Fernando Pereira da Silva","76",""
"5155","17","Gremio","Giuliano Victor de Paula","35",""
"5155","17","Gremio","Luan Guilherme de Jesus Vieira","43",""
"5156","17","Figueirense","Dudu","83",""
"5156","17","Figueirense","Marcos Assis de Santana","89",""
"5156","17","Chapecoense","Bruno Rangel","50",""
"5156","17","Chapecoense","Tiago Luís Martins","56",""
"5158","18","Athletico-PR","Hernani Azevedo Junior","25",""
"5158","18","Flamengo","Wallace Reis da Silva","12",""
"5158","18","Athletico-PR","Kadu","65",""
"5158","18","Flamengo","Emerson Sheik","40",""
"5158","18","Flamengo","Alan Patrick","45",""
"5157","18","Palmeiras","Rafael Marques Mariano","46",""
"5157","18","Coritiba","Henrique Almeida","18",""
"5157","18","Coritiba","Henrique Almeida","82",""
"5159","18","Santos","Victor Ferraz","49",""
"5161","18","Sao Paulo","Alexandre Pato","14",""
"5161","18","Sao Paulo","Rogério Ceni","27","Penalty"
"5162","18","Internacional","Victor Vinícius Coelho Santos","82",""
"5163","18","Sport","Hernane Vidal de Souza","72",""
"5163","18","Corinthians","Jadson","87","Penalty"
"5163","18","Corinthians","Luciano da Rocha Neves","13",""
"5163","18","Sport","Hernane Vidal de Souza","77",""
"5163","18","Corinthians","Samuel Xavier","60","Gol Contra"
"5163","18","Corinthians","Luciano da Rocha Neves","45+2",""
"5163","18","Sport","André Felipe Ribeiro de Souza","17",""
"5164","18","Ponte Preta","Borges","60",""
"5164","18","Ponte Preta","Felipe Azevedo","73",""
"5166","18","Gremio","Luan Guilherme de Jesus Vieira","55",""
"5166","18","Gremio","Douglas dos Santos","41",""
"5165","18","Joinville","Marcelinho Paraíba","14",""
"5165","18","Joinville","Bruno Aguiar","27",""
"5165","18","Joinville","Mariano Trípodi","72",""
"5167","19","Coritiba","Evandro da Silva","90+3",""
"5169","19","Goias","Erik Nascimento de Lima","77",""
"5169","19","Goias","Felipe Menezes","27",""
"5169","19","Goias","Erik Nascimento de Lima","45",""
"5170","19","Flamengo","Ederson Honorato Campos","51",""
"5170","19","Palmeiras","Jackson de Souza","6",""
"5170","19","Flamengo","Ederson Honorato Campos","57",""
"5170","19","Palmeiras","Eduardo Pereira Rodrigues","66",""
"5170","19","Palmeiras","Samir","58","Gol Contra"
"5170","19","Palmeiras","Alecsandro","71",""
"5172","19","Fluminense","Cícero Santos","49",""
"5172","19","Figueirense","Clayton da Silveira da Silva","41","Penalty"
"5172","19","Fluminense","Fred","65",""
"5174","19","Ponte Preta","Borges","82",""
"5174","19","Sport","Diego Souza","10",""
"5171","19","Corinthians","Luciano da Rocha Neves","87",""
"5171","19","Avai","André Lima","15",""
"5171","19","Corinthians","Luciano da Rocha Neves","45+3",""
"5175","19","Gremio","Frickson Erazo","61",""
"5175","19","Gremio","Rafael Galhardo","84",""
"5175","19","Joinville","Bruno Aguiar","3",""
"5176","19","Chapecoense","Cléber Santana","41",""
"5176","19","Chapecoense","Apodi","78",""
"5176","19","Atletico-MG","Hélio Hermito Zampier Neto","64","Gol Contra"
"5177","20","Goias","Zé Love","4",""
"5177","20","Goias","Erik Nascimento de Lima","17","Penalty"
"5177","20","Goias","Erik Nascimento de Lima","77","Penalty"
"5178","20","Santos","Thiago Maia","14",""
"5178","20","Avai","Léo Gamalho","83",""
"5178","20","Santos","Lucas Rafael Araújo Lima","90+2","Penalty"
"5178","20","Santos","Ricardo Oliveira","48",""
"5178","20","Santos","Nilson","81",""
"5178","20","Santos","Gabriel Barbosa","11",""
"5178","20","Avai","Léo Gamalho","29",""
"5179","20","Figueirense","Dudu","63",""
"5179","20","Figueirense","Bruno Alves","70",""
"5179","20","Sport","Renê Rodrigues Martins","32",""
"5180","20","Coritiba","Henrique Almeida","24",""
"5182","20","Joinville","Marlon","90+1","Gol Contra"
"5182","20","Joinville","Mario Sérgio","83",""
"5182","20","Fluminense","Cícero Santos","71",""
"5183","20","Internacional","Paulo Marcos de Jesus Ribeiro","70",""
"5183","20","Internacional","Valdívia","4",""
"5184","20","Corinthians","Vágner Love","15",""
"5184","20","Corinthians","Vágner Love","48",""
"5184","20","Corinthians","Jadson","44",""
"5185","20","Flamengo","Ederson Honorato Campos","42",""
"5185","20","Flamengo","Paolo Guerrero","48",""
"5185","20","Sao Paulo","Luiz Eduardo","36",""
"5186","20","Palmeiras","Andrei Girotto","5",""
"5186","20","Atletico-MG","Lucas Pratto","37","Penalty"
"5186","20","Atletico-MG","Lucas Pratto","18",""
"5187","21","Figueirense","Marcos Assis de Santana","90+3",""
"5188","21","Sao Paulo","Wilder Guisao","53",""
"5188","21","Sao Paulo","Michel Bastos","35",""
"5188","21","Sao Paulo","Paulo Henrique Ganso","50",""
"5190","21","Avai","Léo Gamalho","84",""
"5190","21","Avai","Néstor Camacho","90+6",""
"5190","21","Avai","Léo Gamalho","69","Penalty"
"5191","21","Palmeiras","Gabriel Jesus","68",""
"5191","21","Palmeiras","Eduardo Pereira Rodrigues","24",""
"5191","21","Joinville","Marcelinho Paraíba","27",""
"5191","21","Palmeiras","Gabriel Jesus","1",""
"5191","21","Joinville","Marcelinho Paraíba","28",""
"5192","21","Fluminense","Wellington Paulista","47",""
"5192","21","Atletico-MG","Giovanni Augusto","22",""
"5192","21","Atletico-MG","Patric Cabral Lalau","83",""
"5193","21","Flamengo","Éverton Cardoso da Silva","5",""
"5194","21","Chapecoense","Bruno Rangel","45+3",""
"5194","21","Corinthians","Elias Mendes Trindade","10",""
"5194","21","Corinthians","Vágner Love","14",""
"5194","21","Corinthians","Jadson","90","Penalty"
"5195","21","Santos","Ricardo Oliveira","43",""
"5196","21","Athletico-PR","Walter Henrique da Silva","27",""
"5196","21","Athletico-PR","Walter Henrique da Silva","78","Penalty"
"5196","21","Athletico-PR","Ewandro","90",""
"5198","22","Cruzeiro","Vinícius Vasconcelos Araújo","90+4",""
"5198","22","Ponte Preta","Biro-Biro","59",""
"5198","22","Cruzeiro","Willians Domingos Fernandes","43",""
"5199","22","Internacional","Lisandro López","90+1",""
"5199","22","Internacional","Ernando Rodrigues Lopes","11",""
"5199","22","Internacional","Valdívia","58",""
"5199","22","Internacional","Eduardo Sasha","40",""
"5199","22","Internacional","Nílton Ferreira Júnior","63",""
"5199","22","Internacional","Lisandro López","53",""
"5201","22","Athletico-PR","Walter Henrique da Silva","58","Penalty"
"5200","22","Flamengo","Kayke Moreno","55",""
"5200","22","Flamengo","Kayke Moreno","76",""
"5200","22","Flamengo","Alan Patrick","31",""
"5204","22","Goias","Bruno Henrique","63",""
"5203","22","Corinthians","Marciel Silva da Silva","5",""
"5203","22","Corinthians","Ralf de Souza Teles","71",""
"5205","22","Chapecoense","Hélio Hermito Zampier Neto","83",""
"5205","22","Santos","Ricardo Oliveira","16",""
"5205","22","Santos","Ricardo Oliveira","76",""
"5205","22","Santos","Geuvânio","58",""
"5206","22","Gremio","Deyvison Rogério da Silva","7",""
"5206","22","Gremio","Pedro Rocha Neves","78",""
"5207","23","Sao Paulo","Michel Bastos","72",""
"5207","23","Sao Paulo","José Rogério de Oliveira Melo","49",""
"5208","23","Atletico-MG","Jesús Dátolo","43",""
"5208","23","Vasco","Nenê","74","Penalty"
"5208","23","Atletico-MG","Lucas Pratto","24","Penalty"
"5210","23","Cruzeiro","Willian Gomes de Siqueira","72",""
"5210","23","Cruzeiro","Willian Gomes de Siqueira","75",""
"5210","23","Cruzeiro","Willian Gomes de Siqueira","4",""
"5210","23","Cruzeiro","Vinícius Vasconcelos Araújo","61",""
"5210","23","Cruzeiro","Willian Gomes de Siqueira","28",""
"5210","23","Figueirense","Marquinhos Pedroso","66",""
"5212","23","Gremio","Douglas dos Santos","52",""
"5212","23","Gremio","Everton Sousa Soares","83",""
"5212","23","Goias","Bruno Henrique","44",""
"5213","23","Palmeiras","Róbson Michael Signorini","26",""
"5213","23","Corinthians","Willian José de Souza","38","Gol Contra"
"5213","23","Palmeiras","Eduardo Pereira Rodrigues","42",""
"5213","23","Corinthians","Guilherme Arana","25",""
"5213","23","Palmeiras","Lucas Rios Marques","19",""
"5213","23","Corinthians","Vágner Love","79",""
"5215","23","Flamengo","Paulinho","68",""
"5215","23","Fluminense","Jean Raphael Vanderlei Moreira","58","Penalty"
"5215","23","Flamengo","Emerson Sheik","10",""
"5215","23","Flamengo","Kayke Moreno","15",""
"5214","23","Coritiba","Henrique Almeida","65",""
"5214","23","Coritiba","Henrique Almeida","83",""
"5216","23","Sport","André Felipe Ribeiro de Souza","27",""
"5216","23","Santos","Ricardo Oliveira","21",""
"5217","24","Vasco","Leandro Costa Miranda Moraes","75",""
"5218","24","Atletico-MG","Luan Madson Gedeão de Paiva","12",""
"5218","24","Atletico-MG","Leonardo Silva","30",""
"5219","24","Internacional","Nílton Ferreira Júnior","20",""
"5220","24","Figueirense","Clayton da Silveira da Silva","44","Penalty"
"5220","24","Athletico-PR","Walter Henrique da Silva","41",""
"5222","24","Santos","Ricardo Oliveira","52",""
"5222","24","Santos","David Braz","32",""
"5222","24","Santos","Rafael Longuine","43",""
"5223","24","Corinthians","Renato Augusto","66",""
"5223","24","Gremio","Deyvison Rogério da Silva","59",""
"5221","24","Coritiba","Henrique Almeida","29",""
"5221","24","Fluminense","Marcos Júnior","60",""
"5224","24","Goias","Carlos Eduardo Ferreira de Souza","80",""
"5226","24","Flamengo","Alan Patrick","45+1",""
"5226","24","Flamengo","Luiz Antônio de Souza Soares","69",""
"5227","25","Internacional","Victor Vinícius Coelho Santos","45+4",""
"5228","25","Palmeiras","Zé Roberto","88","Penalty"
"5228","25","Palmeiras","Jackson de Souza","46",""
"5230","25","Corinthians","Malcom Filipe Silva de Oliveira","39",""
"5230","25","Corinthians","Uendel Pereira Gonçalves","58",""
"5230","25","Corinthians","Vágner Love","88",""
"5229","25","Ponte Preta","Renato Baruffi","9",""
"5229","25","Ponte Preta","Luiz Antonio Linhares Garcia","23",""
"5229","25","Ponte Preta","Borges","44",""
"5229","25","Santos","Rafael Longuine","90+3",""
"5231","25","Atletico-MG","Carlos Júnior","89",""
"5231","25","Cruzeiro","Willian Gomes de Siqueira","38",""
"5232","25","Gremio","Everton Sousa Soares","90+3",""
"5232","25","Sao Paulo","Alexandre Pato","35",""
"5232","25","Sao Paulo","José Rogério de Oliveira Melo","90+1",""
"5233","25","Flamengo","Paulinho","11",""
"5233","25","Flamengo","Héctor Canteros","33",""
"5233","25","Flamengo","Kayke Moreno","88",""
"5233","25","Chapecoense","Bruno Rangel","81","Penalty"
"5234","25","Vasco","Nenê","48","Penalty"
"5234","25","Vasco","Júlio César Coelho Moraes Júnior","5",""
"5236","25","Sport","Danilo Barcelos","18",""
"5235","25","Avai","Emerson dos Santos da Silva","85",""
"5235","25","Avai","André Lima","90+3",""
"5235","25","Goias","Bruno Henrique","29",""
"5239","26","Ponte Preta","Biro-Biro","6",""
"5239","26","Ponte Preta","Alexandro da Silva Batista","81",""
"5239","26","Goias","Fred","26",""
"5237","26","Joinville","Edigar Junio","39",""
"5237","26","Sport","André Felipe Ribeiro de Souza","90",""
"5238","26","Palmeiras","Lucas Barrios","90",""
"5238","26","Palmeiras","Lucas Barrios","90+3",""
"5238","26","Fluminense","Jean Raphael Vanderlei Moreira","37",""
"5238","26","Palmeiras","Gabriel Jesus","76",""
"5238","26","Palmeiras","Lucas Barrios","69",""
"5241","26","Gremio","Douglas dos Santos","32",""
"5241","26","Gremio","Luan Guilherme de Jesus Vieira","47",""
"5241","26","Athletico-PR","Ewandro","78",""
"5240","26","Avai","Renan Oliveira","81",""
"5242","26","Santos","Ricardo Oliveira","71",""
"5242","26","Santos","Marquinhos","90+2",""
"5242","26","Santos","Gabriel Barbosa","38",""
"5242","26","Santos","Gabriel Barbosa","55",""
"5243","26","Corinthians","Malcom Filipe Silva de Oliveira","18",""
"5243","26","Internacional","Réver","38",""
"5243","26","Internacional","Valdívia","74",""
"5244","26","Vasco","Rafael Silva dos Santos","81",""
"5244","26","Cruzeiro","Willian Gomes de Siqueira","27",""
"5244","26","Cruzeiro","Alisson Euler de Freitas Castro","42",""
"5244","26","Vasco","Rafael Silva dos Santos","25",""
"5246","26","Coritiba","Henrique Almeida","25",""
"5246","26","Coritiba","Kléber","9","Penalty"
"5248","27","Figueirense","Thiago Santos Santana","76",""
"5248","27","Internacional","Alex Raphael Meschini","37","Penalty"
"5247","27","Palmeiras","Rafael Marques Mariano","59",""
"5247","27","Gremio","Luan Guilherme de Jesus Vieira","20",""
"5247","27","Palmeiras","Vitor Hugo Franchescoli de Souza","7",""
"5247","27","Gremio","Luan Guilherme de Jesus Vieira","86","Penalty"
"5247","27","Palmeiras","Lucas Barrios","32",""
"5249","27","Fluminense","Gustavo Scarpa","47",""
"5249","27","Ponte Preta","Fernando Paixão da Silva","26","Penalty"
"5249","27","Ponte Preta","Marlon","42","Gol Contra"
"5249","27","Ponte Preta","Borges","8",""
"5250","27","Goias","Fred","19",""
"5250","27","Goias","Erik Nascimento de Lima","73","Penalty"
"5250","27","Goias","Erik Nascimento de Lima","88",""
"5251","27","Corinthians","Jadson","86","Penalty"
"5251","27","Corinthians","Jadson","88",""
"5253","27","Atletico-MG","Jemerson de Jesus Nascimento","55",""
"5253","27","Atletico-MG","Jesús Dátolo","71",""
"5253","27","Flamengo","Paulinho","19",""
"5253","27","Atletico-MG","Marcelo Augusto Mathias da Silva","16","Gol Contra"
"5253","27","Atletico-MG","Jemerson de Jesus Nascimento","26",""
"5252","27","Vasco","Nenê","2",""
"5252","27","Vasco","Rafael Vaz","49",""
"5252","27","Sport","José Élber Pimentel da Silva","40",""
"5254","27","Avai","Anderson Lopes","71",""
"5254","27","Sao Paulo","Breno Vinícius Rodrigues Borges","43",""
"5254","27","Avai","Marquinhos Santos","18",""
"5256","27","Coritiba","Negueba","45",""
"5256","27","Coritiba","Henrique Almeida","13",""
"5255","27","Cruzeiro","Rafael Lima","24","Gol Contra"
"5255","27","Cruzeiro","Fabiano","11",""
